source_file,muscle,channel,mt_ma,electrode,mode
Burst_autosave_20260724_102721_694ms,Thenar (L),L_The_ED_FD_FCR A,35.0,2,monophasic
Burst_autosave_20260724_102721_694ms,Ext. digitorum (L),L_The_ED_FD_FCR B,35.0,2,monophasic
Burst_autosave_20260724_102721_694ms,Flex. digitorum (L),L_The_ED_FD_FCR C,30.0,2,monophasic
Burst_autosave_20260724_102721_694ms,Flex. carpi rad. (L),L_The_ED_FD_FCR D,,2,monophasic
Burst_autosave_20260724_102721_694ms,Trapezius (R),R_TR,,2,monophasic
Burst_autosave_20260724_102721_694ms,Thenar (R),R_The_ED_FD_FCR A,,2,monophasic
Burst_autosave_20260724_102721_694ms,Ext. digitorum (R),R_The_ED_FD_FCR B,45.0,2,monophasic
Burst_autosave_20260724_102721_694ms,Flex. digitorum (R),R_The_ED_FD_FCR C,25.0,2,monophasic
Burst_autosave_20260724_102721_694ms,Flex. carpi rad. (R),R_The_ED_FD_FCR D,35.0,2,monophasic
