source_file,muscle,channel,amp_ma,latency_ms,electrode,mode
Burst_autosave_20260717_150152_655ms,Triceps long (R),R_TBlg,35,,1,monophasic
Burst_autosave_20260717_150152_655ms,Triceps long (R),R_TBlg,40,,1,monophasic
Burst_autosave_20260717_150152_655ms,Triceps long (R),R_TBlg,45,,1,monophasic
Burst_autosave_20260717_150152_655ms,Triceps long (R),R_TBlg,50,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,10,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,15,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,20,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,25,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,30,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,35,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,40,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,45,,1,monophasic
Burst_autosave_20260717_150152_655ms,Trapezius (R),R_TR,50,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,10,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,15,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,20,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,25,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,30,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,35,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,40,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,45,,1,monophasic
Burst_autosave_20260717_150152_655ms,Thenar (R),R_The_ED_FD_FCR A,50,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,10,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,15,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,20,,1,monophasic
Burst_autosave_20260717_150152_655ms,Ext. digitorum (R),R_The_ED_FD_FCR B,25,,1,monophasic
